Model,Val_MAE,Val_RMSE,Val_R²,Test_MAE,Test_RMSE,Test_R²
Ridge,21.930337887508337,28.00894256080994,0.9399695883452838,31.195135583159196,41.08665627336234,0.9746290037006564
