Model,Val_MAE,Val_RMSE,Val_R²,Test_MAE,Test_RMSE,Test_R²
Ridge,29.91169025848625,36.75430967410457,0.889988351598421,39.11286796975209,51.393588732450965,0.9591405535785195
XGBoost,37.281005859375,46.80961064180624,0.8215600252151489,84.5049057006836,144.0395317916231,0.679049551486969
