Unnamed: 0,date,deaths_total,natl_total,natl_ratio,month,region,deaths_total_lag1,deaths_total_lag12,rate,cremations,rate_est,cremations_est
22.0,1998-11-01,946,21117.0,0.9373991960344276,11,대구,931.0,946.0,,,40.0,378
23.0,1998-12-01,1031,23461.0,1.0414510838738316,12,대구,946.0,990.0,,,40.0,412
24.0,1999-01-01,1083,23193.0,1.0295543663222275,1,대구,1031.0,949.0,,,42.666666666666664,462
25.0,1999-02-01,826,18865.0,0.8374312560112457,2,대구,1083.0,844.0,,,42.666666666666664,352
26.0,1999-03-01,970,21052.0,0.9345137981207922,3,대구,826.0,991.0,,,42.666666666666664,414
27.0,1999-04-01,891,20309.0,0.9015314804310832,4,대구,970.0,910.0,,,42.666666666666664,380
28.0,1999-05-01,897,20788.0,0.9227946435177192,5,대구,891.0,893.0,,,42.666666666666664,383
29.0,1999-06-01,932,19884.0,0.8826654171496214,6,대구,897.0,886.0,,,42.666666666666664,398
30.0,1999-07-01,889,19228.0,0.8535450935904708,7,대구,932.0,903.0,,,42.666666666666664,379
31.0,1999-08-01,910,19921.0,0.884307874423537,8,대구,889.0,895.0,,,42.666666666666664,388
32.0,1999-09-01,863,19583.0,0.8693038052726331,9,대구,910.0,883.0,,,42.666666666666664,368
33.0,1999-10-01,996,21795.0,0.9674961158105008,10,대구,863.0,931.0,,,42.666666666666664,425
34.0,1999-11-01,909,20780.0,0.9224395176206563,11,대구,996.0,946.0,,,42.666666666666664,388
35.0,1999-12-01,1017,22336.0,0.9915115045993736,12,대구,909.0,1031.0,,,42.666666666666664,434
36.0,2000-01-01,1117,24457.0,1.085664258058152,1,대구,1017.0,1083.0,,,45.333333333333336,506
37.0,2000-02-01,983,20306.0,0.9013983082196848,2,대구,1117.0,826.0,,,45.333333333333336,446
38.0,2000-03-01,1024,21592.0,0.958484796172532,3,대구,983.0,970.0,,,45.333333333333336,464
39.0,2000-04-01,946,20420.0,0.9064588522528298,4,대구,1024.0,891.0,,,45.333333333333336,429
40.0,2000-05-01,939,19862.0,0.8816888209326987,5,대구,946.0,897.0,,,45.333333333333336,426
41.0,2000-06-01,841,18786.0,0.8339243877777504,6,대구,939.0,932.0,,,45.333333333333336,381
42.0,2000-07-01,893,19293.0,0.8564304915041061,7,대구,841.0,889.0,,,45.333333333333336,405
43.0,2000-08-01,891,19798.0,0.8788478137561961,8,대구,893.0,910.0,,,45.333333333333336,404
44.0,2000-09-01,956,20182.0,0.8958938568152112,9,대구,891.0,863.0,,,45.333333333333336,433
45.0,2000-10-01,1004,21825.0,0.9688278379244863,10,대구,956.0,996.0,,,45.333333333333336,455
46.0,2000-11-01,919,21068.0,0.9352240499149176,11,대구,1004.0,909.0,,,45.333333333333336,417
47.0,2000-12-01,978,21151.0,0.9389084810969444,12,대구,919.0,1017.0,,,45.333333333333336,443
48.0,2001-01-01,1057,21077.0,0.9356235665491134,1,대구,978.0,1117.0,,,48.0,507
49.0,2001-02-01,903,19710.0,0.8749414288885052,2,대구,1057.0,983.0,,,48.0,433
50.0,2001-03-01,1008,22168.0,0.9840538607610544,3,대구,903.0,1024.0,,,48.0,484
51.0,2001-04-01,981,20977.0,0.9311844928358284,4,대구,1008.0,946.0,,,48.0,471
52.0,2001-05-01,905,20435.0,0.9071247133098228,5,대구,981.0,939.0,,,48.0,434
53.0,2001-06-01,894,18773.0,0.8333473081950233,6,대구,905.0,841.0,,,48.0,429
54.0,2001-07-01,913,19500.0,0.8656193740906064,7,대구,894.0,893.0,,,48.0,438
55.0,2001-08-01,909,19374.0,0.8600261412118672,8,대구,913.0,891.0,,,48.0,436
56.0,2001-09-01,913,19221.0,0.8532343584305409,9,대구,909.0,956.0,,,48.0,438
57.0,2001-10-01,912,21100.0,0.936644553503169,10,대구,913.0,1004.0,,,48.0,438
58.0,2001-11-01,990,20751.0,0.9211521862438038,11,대구,912.0,919.0,,,48.0,475
59.0,2001-12-01,1026,20727.0,0.9200868085526154,12,대구,990.0,978.0,,,48.0,492
60.0,2002-01-01,985,20640.0,0.9162248144220572,1,대구,1026.0,1057.0,,,50.666666666666664,499
61.0,2002-02-01,881,18373.0,0.8155910133418827,2,대구,985.0,903.0,,,50.666666666666664,446
62.0,2002-03-01,963,21223.0,0.9421046141705096,3,대구,881.0,1008.0,,,50.666666666666664,488
63.0,2002-04-01,975,20595.0,0.914227231251079,4,대구,963.0,981.0,,,50.666666666666664,494
64.0,2002-05-01,918,20416.0,0.9062812893042984,5,대구,975.0,905.0,,,50.666666666666664,465
65.0,2002-06-01,841,18968.0,0.8420035019359293,6,대구,918.0,894.0,,,50.666666666666664,426
66.0,2002-07-01,900,19339.0,0.8584724654122173,7,대구,841.0,913.0,,,50.666666666666664,456
67.0,2002-08-01,945,19793.0,0.8786258600705319,8,대구,900.0,909.0,,,50.666666666666664,479
68.0,2002-09-01,888,19947.0,0.8854620335889911,9,대구,945.0,913.0,,,50.666666666666664,450
69.0,2002-10-01,1000,21585.0,0.958174061012602,10,대구,888.0,912.0,,,50.666666666666664,507
70.0,2002-11-01,1004,22413.0,0.9949295913586031,11,대구,1000.0,990.0,,,50.666666666666664,509
71.0,2002-12-01,1151,24232.0,1.0756763422032602,12,대구,1004.0,1026.0,,,50.666666666666664,583
72.0,2003-01-01,1074,21853.0,0.9700707785642062,1,대구,1151.0,985.0,,,53.33333333333333,573
73.0,2003-02-01,1035,19468.0,0.8641988705023551,2,대구,1074.0,881.0,,,53.33333333333333,552
74.0,2003-03-01,988,20662.0,0.91720141063898,3,대구,1035.0,963.0,,,53.33333333333333,527
75.0,2003-04-01,877,20096.0,0.892076253421786,4,대구,988.0,975.0,,,53.33333333333333,468
76.0,2003-05-01,932,20566.0,0.9129398998742262,5,대구,877.0,918.0,,,53.33333333333333,497
77.0,2003-06-01,853,18961.0,0.8416927667759994,6,대구,932.0,841.0,,,53.33333333333333,455
78.0,2003-07-01,926,19446.0,0.8632222742854324,7,대구,853.0,900.0,,,53.33333333333333,494
79.0,2003-08-01,886,20015.0,0.888480603714025,8,대구,926.0,945.0,,,53.33333333333333,473
80.0,2003-09-01,978,20309.0,0.9015314804310832,9,대구,886.0,888.0,,,53.33333333333333,522
81.0,2003-10-01,1082,22048.0,0.9787269723051124,10,대구,978.0,1000.0,,,53.33333333333333,577
82.0,2003-11-01,1037,21396.0,0.9497842116944932,11,대구,1082.0,1004.0,,,53.33333333333333,553
83.0,2003-12-01,1003,21643.0,0.9607487237663074,12,대구,1037.0,1151.0,,,53.33333333333333,535
84.0,2004-01-01,995,21319.0,0.9463661249352636,1,대구,1003.0,1074.0,,,56.0,557
85.0,2004-02-01,1008,20464.0,0.9084120446866754,2,대구,995.0,1035.0,,,56.0,564
86.0,2004-03-01,1099,22377.0,0.9933315248218204,3,대구,1008.0,988.0,,,56.0,615
87.0,2004-04-01,980,20976.0,0.9311401020986954,4,대구,1099.0,877.0,,,56.0,549
88.0,2004-05-01,975,20768.0,0.9219068287750622,5,대구,980.0,932.0,,,56.0,546
89.0,2004-06-01,910,19027.0,0.8446225554267676,6,대구,975.0,853.0,,,56.0,510
90.0,2004-07-01,979,19641.0,0.8718784680263385,7,대구,910.0,926.0,,,56.0,548
91.0,2004-08-01,956,19944.0,0.8853288613775925,8,대구,979.0,886.0,,,56.0,535
92.0,2004-09-01,950,19273.0,0.8555426767614491,9,대구,956.0,978.0,,,56.0,532
93.0,2004-10-01,983,21217.0,0.9418382697477128,10,대구,950.0,1082.0,,,56.0,550
94.0,2004-11-01,992,20274.0,0.8999778046314335,11,대구,983.0,1037.0,,,56.0,556
95.0,2004-12-01,1021,20940.0,0.9295420355619128,12,대구,992.0,1003.0,,,56.0,572
96.0,2005-01-01,1068,21762.0,0.9660312214851168,1,대구,1021.0,995.0,,,58.666666666666664,627
97.0,2005-02-01,917,19057.0,0.8459542775407531,2,대구,1068.0,1008.0,,,58.666666666666664,538
98.0,2005-03-01,1020,21855.0,0.970159560038472,3,대구,917.0,1099.0,,,58.666666666666664,598
99.0,2005-04-01,1018,21087.0,0.936067473920442,4,대구,1020.0,980.0,,,58.666666666666664,597
100.0,2005-05-01,991,21132.0,0.9380650570914202,5,대구,1018.0,975.0,,,58.666666666666664,581
101.0,2005-06-01,844,19105.0,0.84808503292313,6,대구,991.0,910.0,,,58.666666666666664,495
102.0,2005-07-01,884,19377.0,0.8601593134232657,7,대구,844.0,979.0,,,58.666666666666664,519
103.0,2005-08-01,948,19485.0,0.8649535130336137,8,대구,884.0,956.0,,,58.666666666666664,556
104.0,2005-09-01,900,18970.0,0.842092283410195,9,대구,948.0,950.0,,,58.666666666666664,528
105.0,2005-10-01,968,21268.0,0.944102197341488,10,대구,900.0,983.0,,,58.666666666666664,568
106.0,2005-11-01,933,20869.0,0.9263902932254804,11,대구,968.0,992.0,,,58.666666666666664,547
107.0,2005-12-01,1016,21907.0,0.9724678783693802,12,대구,933.0,1021.0,,,58.666666666666664,596
108.0,2006-01-01,1045,21552.0,0.956709166687218,1,대구,1016.0,1068.0,,,61.33333333333333,641
109.0,2006-02-01,891,19145.0,0.849860662408444,2,대구,1045.0,917.0,,,61.33333333333333,546
110.0,2006-03-01,981,21264.0,0.9439246343929568,3,대구,891.0,1020.0,,,61.33333333333333,602
111.0,2006-04-01,969,20360.0,0.9037954080248588,4,대구,981.0,1018.0,,,61.33333333333333,594
112.0,2006-05-01,1004,20446.0,0.907613011418284,5,대구,969.0,991.0,,,61.33333333333333,616
113.0,2006-06-01,862,19005.0,0.8436459592098449,6,대구,1004.0,844.0,,,61.33333333333333,529
114.0,2006-07-01,904,19481.0,0.8647759500850822,7,대구,862.0,884.0,,,61.33333333333333,554
115.0,2006-08-01,939,20147.0,0.8943401810155615,8,대구,904.0,948.0,,,61.33333333333333,576
116.0,2006-09-01,934,19730.0,0.8758292436311623,9,대구,939.0,900.0,,,61.33333333333333,573
117.0,2006-10-01,857,20467.0,0.908545216898074,10,대구,934.0,968.0,,,61.33333333333333,526
118.0,2006-11-01,1002,20911.0,0.92825470418506,11,대구,857.0,933.0,,,61.33333333333333,615
119.0,2006-12-01,971,21654.0,0.9612370218747688,12,대구,1002.0,1016.0,,,61.33333333333333,596
120.0,2007-01-01,1137,22723.0,1.0086907198697872,1,대구,971.0,1045.0,,,64.0,728
121.0,2007-02-01,899,19445.0,0.8631778835482996,2,대구,1137.0,891.0,,,64.0,575
122.0,2007-03-01,926,20817.0,0.924081974894572,3,대구,899.0,981.0,,,64.0,593
123.0,2007-04-01,912,20454.0,0.9079681373153468,4,대구,926.0,969.0,,,64.0,584
124.0,2007-05-01,934,20516.0,0.9107203630175836,5,대구,912.0,1004.0,,,64.0,598
125.0,2007-06-01,825,19121.0,0.8487952847172556,6,대구,934.0,862.0,,,64.0,528
126.0,2007-07-01,853,19414.0,0.8618017706971812,7,대구,825.0,904.0,,,64.0,546
127.0,2007-08-01,922,19612.0,0.8705911366494858,8,대구,853.0,939.0,,,64.0,590
128.0,2007-09-01,912,19857.0,0.8814668672470345,9,대구,922.0,934.0,,,64.0,584
129.0,2007-10-01,977,21531.0,0.955776961207428,10,대구,912.0,857.0,,,64.0,625
130.0,2007-11-01,984,21170.0,0.9397519051024686,11,대구,977.0,1002.0,,,64.0,630
131.0,2007-12-01,1001,21822.0,0.9686946657130878,12,대구,984.0,971.0,,,64.0,641
132.0,2008-01-01,1042,21845.0,0.9697156526671434,1,대구,1001.0,1137.0,,,66.66666666666666,695
133.0,2008-02-01,1022,21056.0,0.9346913610693236,2,대구,1042.0,899.0,,,66.66666666666666,681
134.0,2008-03-01,1067,22609.0,1.0036301758366422,3,대구,1022.0,926.0,,,66.66666666666666,711
135.0,2008-04-01,1000,20259.0,0.8993119435744408,4,대구,1067.0,912.0,,,66.66666666666666,667
136.0,2008-05-01,967,20317.0,0.9018866063281462,5,대구,1000.0,934.0,,,66.66666666666666,645
137.0,2008-06-01,846,18801.0,0.8345902488347431,6,대구,967.0,825.0,,,66.66666666666666,564
138.0,2008-07-01,884,19267.0,0.855276332338652,7,대구,846.0,853.0,,,66.66666666666666,589
139.0,2008-08-01,879,19314.0,0.857362696983896,8,대구,884.0,922.0,,,66.66666666666666,586
140.0,2008-09-01,876,18681.0,0.829263360378801,9,대구,879.0,912.0,,,66.66666666666666,584
141.0,2008-10-01,985,21437.0,0.95160423191694,10,대구,876.0,977.0,,,66.66666666666666,657
142.0,2008-11-01,983,20916.0,0.9284766578707244,11,대구,985.0,984.0,,,66.66666666666666,655
143.0,2008-12-01,1054,21611.0,0.9593282201780562,12,대구,983.0,1001.0,,,66.66666666666666,703
144.0,2009-01-01,1088,22774.0,1.010954647463563,1,대구,1054.0,1042.0,,,69.33333333333333,754
145.0,2009-02-01,968,19307.0,0.857051961823966,2,대구,1088.0,1022.0,,,69.33333333333333,671
146.0,2009-03-01,963,21026.0,0.933359638955338,3,대구,968.0,1067.0,,,69.33333333333333,668
147.0,2009-04-01,934,20924.0,0.9288317837677872,4,대구,963.0,1000.0,,,69.33333333333333,648
148.0,2009-05-01,1070,21364.0,0.9483637081062418,5,대구,934.0,967.0,,,69.33333333333333,742
149.0,2009-06-01,954,19626.0,0.8712126069693457,6,대구,1070.0,846.0,,,69.33333333333333,661
150.0,2009-07-01,921,19320.0,0.8576290414066932,7,대구,954.0,884.0,,,69.33333333333333,639
151.0,2009-08-01,919,19750.0,0.8767170583738193,8,대구,921.0,879.0,,,69.33333333333333,637
152.0,2009-09-01,862,19148.0,0.8499938346198427,9,대구,919.0,876.0,,,69.33333333333333,598
153.0,2009-10-01,965,20944.0,0.9297195985104442,10,대구,862.0,985.0,,,69.33333333333333,669
154.0,2009-11-01,1039,21072.0,0.9354016128634492,11,대구,965.0,983.0,,,69.33333333333333,720
155.0,2009-12-01,1058,21687.0,0.9627019162001528,12,대구,1039.0,1054.0,,,69.33333333333333,734
156.0,2010-01-01,1063,22033.0,0.9780611112481196,1,대구,1058.0,1088.0,,,72.0,765
157.0,2010-02-01,884,19367.0,0.8597154060519372,2,대구,1063.0,968.0,,,72.0,636
158.0,2010-03-01,1019,21553.0,0.9567535574243508,3,대구,884.0,963.0,,,72.0,734
159.0,2010-04-01,1002,20978.0,0.9312288835729612,4,대구,1019.0,934.0,,,72.0,721
160.0,2010-05-01,993,21483.0,0.9536462058250512,5,대구,1002.0,1070.0,,,72.0,715
161.0,2010-06-01,926,20466.0,0.9085008261609412,6,대구,993.0,954.0,,,72.0,667
162.0,2010-07-01,981,20619.0,0.9152926089422674,7,대구,926.0,921.0,,,72.0,706
163.0,2010-08-01,988,20476.0,0.9089447335322696,8,대구,981.0,919.0,,,72.0,711
164.0,2010-09-01,959,20485.0,0.9093442501664653,9,대구,988.0,862.0,,,72.0,690
165.0,2010-10-01,1092,22892.0,1.0161927544452392,10,대구,959.0,965.0,,,72.0,786
166.0,2010-11-01,1078,22046.0,0.9786381908308466,11,대구,1092.0,1039.0,,,72.0,776
167.0,2010-12-01,1069,23007.0,1.021297689215517,12,대구,1078.0,1058.0,,,72.0,770
168.0,2011-01-01,1201,23672.0,1.0508175294088633,1,대구,1069.0,1063.0,,,74.66666666666666,897
169.0,2011-02-01,1016,20869.0,0.9263902932254804,2,대구,1201.0,884.0,,,74.66666666666666,759
170.0,2011-03-01,1094,22224.0,0.9865397420404942,3,대구,1016.0,1019.0,,,74.66666666666666,817
171.0,2011-04-01,1025,21246.0,0.9431256011245652,4,대구,1094.0,1002.0,,,74.66666666666666,765
172.0,2011-05-01,1051,21667.0,0.961814101457496,5,대구,1025.0,993.0,,,74.66666666666666,785
173.0,2011-06-01,981,20593.0,0.9141384497768132,6,대구,1051.0,926.0,,,74.66666666666666,732
174.0,2011-07-01,951,20222.0,0.8976694863005252,7,대구,981.0,981.0,,,74.66666666666666,710
175.0,2011-08-01,977,20822.0,0.9243039285802362,8,대구,951.0,988.0,,,74.66666666666666,729
176.0,2011-09-01,934,20257.0,0.899223162100175,9,대구,977.0,959.0,,,74.66666666666666,697
177.0,2011-10-01,1030,21870.0,0.9708254210954648,10,대구,934.0,1092.0,,,74.66666666666666,769
178.0,2011-11-01,1020,21352.0,0.9478310192606476,11,대구,1030.0,1078.0,,,74.66666666666666,762
179.0,2011-12-01,1075,22602.0,1.003319440676712,12,대구,1020.0,1069.0,,,74.66666666666666,803
180.0,2012-01-01,1083,23997.0,1.06524451897704,1,대구,1075.0,1201.0,,,77.33333333333333,838
181.0,2012-02-01,1159,24985.0,1.1091025672642976,2,대구,1083.0,1016.0,,,77.33333333333333,896
182.0,2012-03-01,1166,24055.0,1.0678191817307454,3,대구,1159.0,1094.0,,,77.33333333333333,902
183.0,2012-04-01,1041,22125.0,0.982145059064342,4,대구,1166.0,1025.0,,,77.33333333333333,805
184.0,2012-05-01,1012,21640.0,0.9606155515549089,5,대구,1041.0,1051.0,,,77.33333333333333,783
185.0,2012-06-01,921,20273.0,0.8999334138943007,6,대구,1012.0,981.0,,,77.33333333333333,712
186.0,2012-07-01,992,20446.0,0.907613011418284,7,대구,921.0,951.0,,,77.33333333333333,767
187.0,2012-08-01,942,21178.0,0.9401070309995314,8,대구,992.0,977.0,,,77.33333333333333,728
188.0,2012-09-01,943,20364.0,0.9039729709733902,9,대구,942.0,934.0,,,77.33333333333333,729
189.0,2012-10-01,1001,22909.0,1.0169473969764975,10,대구,943.0,1030.0,,,77.33333333333333,774
190.0,2012-11-01,1021,22015.0,0.9772620779797282,11,대구,1001.0,1020.0,,,77.33333333333333,790
191.0,2012-12-01,1071,23234.0,1.0313743865446745,12,대구,1021.0,1075.0,,,77.33333333333333,828
192.0,2013-01-01,1160,23930.0,1.062270339589139,1,대구,1071.0,1083.0,,,80.0,928
193.0,2013-02-01,1077,21903.0,0.9722903154208488,2,대구,1160.0,1159.0,,,80.0,862
194.0,2013-03-01,1167,24221.0,1.075188044094799,3,대구,1077.0,1166.0,,,80.0,934
195.0,2013-04-01,1014,22259.0,0.988093417840144,4,대구,1167.0,1041.0,,,80.0,811
196.0,2013-05-01,970,21946.0,0.9741991171175616,5,대구,1014.0,1012.0,,,80.0,776
197.0,2013-06-01,941,20296.0,0.9009544008483564,6,대구,970.0,921.0,,,80.0,753
198.0,2013-07-01,947,20519.0,0.9108535352289822,7,대구,941.0,992.0,,,80.0,758
199.0,2013-08-01,1054,21252.0,0.9433919455473624,8,대구,947.0,942.0,,,80.0,843
200.0,2013-09-01,972,21151.0,0.9389084810969444,9,대구,1054.0,943.0,,,80.0,778
201.0,2013-10-01,1036,22718.0,1.008468766184123,10,대구,972.0,1001.0,,,80.0,829
202.0,2013-11-01,1044,22802.0,1.0121975881032823,11,대구,1036.0,1021.0,,,80.0,835
203.0,2013-12-01,1149,23260.0,1.0325285457101283,12,대구,1044.0,1071.0,,,80.0,919
204.0,2014-01-01,1135,23387.0,1.0381661693260007,1,대구,1149.0,1160.0,78.8,867.0,78.8,894
205.0,2014-02-01,1094,23135.0,1.026979703568522,2,대구,1135.0,1077.0,78.9,868.0,78.9,863
206.0,2014-03-01,1219,24231.0,1.0756319514661274,3,대구,1094.0,1167.0,81.0,972.0,81.0,987
207.0,2014-04-01,997,21821.0,0.968650274975955,4,대구,1219.0,1014.0,79.1,791.0,79.1,789
208.0,2014-05-01,1028,22184.0,0.98476411255518,5,대구,997.0,970.0,81.3,813.0,81.3,836
209.0,2014-06-01,976,20594.0,0.914182840513946,6,대구,1028.0,941.0,79.4,794.0,79.4,775
210.0,2014-07-01,976,20854.0,0.9257244321684877,7,대구,976.0,947.0,76.8,768.0,76.8,750
211.0,2014-08-01,1008,20974.0,0.9310513206244296,8,대구,976.0,1054.0,79.6,796.0,79.6,802
212.0,2014-09-01,960,21153.0,0.93899726257121,9,대구,1008.0,972.0,75.0,750.0,75.0,720
213.0,2014-10-01,1062,22612.0,1.0037633480480406,10,대구,960.0,1036.0,75.7,833.0,75.7,804
214.0,2014-11-01,1016,22491.0,0.9983920688549656,11,대구,1062.0,1044.0,82.3,823.0,82.3,836
215.0,2014-12-01,1171,24256.0,1.076741719894449,12,대구,1016.0,1149.0,78.1,944.0,78.1,915
216.0,2015-01-01,1189,24760.0,1.099114651409406,1,대구,1171.0,1135.0,76.8,921.0,76.8,913
217.0,2015-02-01,1102,23209.0,1.030264618116353,2,대구,1189.0,1094.0,,,79.25,873
218.0,2015-03-01,1238,26493.0,1.1760437988606378,3,대구,1102.0,1219.0,81.7,980.0,81.7,1011
219.0,2015-04-01,1143,23610.0,1.0480653037066263,4,대구,1238.0,997.0,83.1,914.0,83.1,950
220.0,2015-05-01,1117,22935.0,1.0181015561419515,5,대구,1143.0,1028.0,82.0,902.0,82.0,916
221.0,2015-06-01,994,21345.0,0.9475202841007176,6,대구,1117.0,976.0,79.9,799.0,79.9,794
222.0,2015-07-01,965,21534.0,0.9559101334188266,7,대구,994.0,976.0,79.9,799.0,79.9,771
223.0,2015-08-01,1039,21496.0,0.9542232854077782,8,대구,965.0,1008.0,88.0,880.0,88.0,914
224.0,2015-09-01,1004,21375.0,0.9488520062147032,9,대구,1039.0,960.0,78.6,786.0,78.6,789
225.0,2015-10-01,1038,23050.0,1.0232064909122296,10,대구,1004.0,1062.0,81.5,815.0,81.5,846
226.0,2015-11-01,1112,22678.0,1.0066931366988088,11,대구,1038.0,1016.0,81.6,897.0,81.6,907
227.0,2015-12-01,1140,23410.0,1.0391871562800563,12,대구,1112.0,1171.0,85.8,944.0,85.8,978
228.0,2016-01-01,1127,24708.0,1.0968063330784976,1,대구,1140.0,1189.0,82.2,904.0,82.2,926
229.0,2016-02-01,1094,24601.0,1.0920565242052824,2,대구,1127.0,1102.0,81.0,891.0,81.0,886
230.0,2016-03-01,1240,25208.0,1.1190017016449234,3,대구,1094.0,1238.0,84.8,1018.0,84.8,1052
231.0,2016-04-01,1075,22830.0,1.0134405287430022,4,대구,1240.0,1143.0,80.5,886.0,80.5,865
232.0,2016-05-01,1168,23125.0,1.0265357961971937,5,대구,1075.0,1117.0,80.1,961.0,80.1,936
233.0,2016-06-01,1056,21350.0,0.947742237786382,6,대구,1168.0,994.0,78.5,864.0,78.5,829
234.0,2016-07-01,1058,22053.0,0.9789489259907764,7,대구,1056.0,965.0,88.6,886.0,88.6,937
235.0,2016-08-01,1065,22604.0,1.003408222150978,8,대구,1058.0,1039.0,77.1,848.0,77.1,821
236.0,2016-09-01,1068,22081.0,0.9801918666304964,9,대구,1065.0,1004.0,80.8,889.0,80.8,863
237.0,2016-10-01,1173,23610.0,1.0480653037066263,10,대구,1068.0,1038.0,82.2,986.0,82.2,964
238.0,2016-11-01,1121,23333.0,1.0357690695208266,11,대구,1173.0,1112.0,80.8,944.0,80.8,906
239.0,2016-12-01,1257,25324.0,1.1241510271523345,12,대구,1121.0,1140.0,80.8,1051.0,80.8,1016
240.0,2017-01-01,1198,25902.0,1.1498088732151224,1,대구,1257.0,1127.0,85.4,1025.0,85.4,1023
241.0,2017-02-01,1029,22884.0,1.0158376285481765,2,대구,1198.0,1094.0,87.8,878.0,87.8,903
242.0,2017-03-01,1229,24230.0,1.0755875607289946,3,대구,1029.0,1240.0,84.8,1017.0,84.8,1042
243.0,2017-04-01,1170,23142.0,1.027290438728452,4,대구,1229.0,1075.0,82.6,991.0,82.6,966
244.0,2017-05-01,1120,23766.0,1.0549902586993514,5,대구,1170.0,1168.0,85.5,940.0,85.5,958
245.0,2017-06-01,1063,21986.0,0.9759747466028756,6,대구,1120.0,1056.0,81.8,900.0,81.8,870
246.0,2017-07-01,1062,22245.0,0.987471947520284,7,대구,1063.0,1058.0,83.4,917.0,83.4,886
247.0,2017-08-01,1078,22846.0,1.014150780537128,8,대구,1062.0,1065.0,84.3,927.0,84.3,909
248.0,2017-09-01,1137,22622.0,1.004207255419369,9,대구,1078.0,1068.0,86.9,956.0,86.9,988
249.0,2017-10-01,1145,24624.0,1.093077511159338,10,대구,1137.0,1173.0,87.6,964.0,87.6,1003
250.0,2017-11-01,1087,24404.0,1.0833115489901106,11,대구,1145.0,1121.0,84.1,925.0,84.1,914
251.0,2017-12-01,1311,26883.0,1.1933561863424498,12,대구,1087.0,1257.0,84.5,1099.0,84.5,1108
252.0,2018-01-01,1595,31550.0,1.4005277565414682,1,대구,1311.0,1198.0,82.9,1327.0,82.9,1322
253.0,2018-02-01,1163,25001.0,1.109812819058423,2,대구,1595.0,1029.0,81.3,976.0,81.3,946
254.0,2018-03-01,1209,25252.0,1.1209548940787688,3,대구,1163.0,1229.0,88.2,1058.0,88.2,1066
255.0,2018-04-01,1104,23963.0,1.0637352339145232,4,대구,1209.0,1170.0,88.9,978.0,88.9,981
256.0,2018-05-01,1131,23996.0,1.0652001282399073,5,대구,1104.0,1120.0,87.6,964.0,87.6,991
257.0,2018-06-01,1064,22596.0,1.003053096253915,6,대구,1131.0,1063.0,84.5,930.0,84.5,899
258.0,2018-07-01,1130,23886.0,1.0603171471552937,7,대구,1064.0,1062.0,91.9,1011.0,91.9,1038
259.0,2018-08-01,1083,23937.0,1.062581074749069,8,대구,1130.0,1078.0,83.8,922.0,83.8,908
260.0,2018-09-01,1063,22906.0,1.016814224765099,9,대구,1083.0,1137.0,85.5,941.0,85.5,909
261.0,2018-10-01,1145,25010.0,1.1102123356926188,10,대구,1063.0,1145.0,91.8,1010.0,91.8,1051
262.0,2018-11-01,1113,24200.0,1.074255838615009,11,대구,1145.0,1087.0,89.5,984.0,89.5,996
263.0,2018-12-01,1270,26523.0,1.1773755209746233,12,대구,1113.0,1311.0,86.3,1122.0,86.3,1096
264.0,2019-01-01,1331,27366.0,1.2147969123776172,1,대구,1270.0,1595.0,84.2,1010.0,84.2,1121
265.0,2019-02-01,1093,22918.0,1.0173469136106932,2,대구,1331.0,1163.0,85.2,937.0,85.2,931
266.0,2019-03-01,1179,24985.0,1.1091025672642976,3,대구,1093.0,1209.0,83.3,999.0,83.3,982
267.0,2019-04-01,1087,23833.0,1.0579644380872524,4,대구,1179.0,1104.0,83.1,914.0,83.1,903
268.0,2019-05-01,1134,24756.0,1.0989370884608745,5,대구,1087.0,1131.0,89.4,983.0,89.4,1014
269.0,2019-06-01,1157,23056.0,1.0234728353350266,6,대구,1134.0,1064.0,88.5,1028.0,88.5,1024
270.0,2019-07-01,1079,23216.0,1.030575353276283,7,대구,1157.0,1130.0,88.2,962.0,88.2,952
271.0,2019-08-01,1084,23707.0,1.0523712052085132,8,대구,1079.0,1083.0,88.9,963.0,88.9,964
272.0,2019-09-01,1105,23570.0,1.0462896742213124,9,대구,1084.0,1063.0,90.1,987.0,90.1,996
273.0,2019-10-01,1097,25569.0,1.135026757749883,10,대구,1105.0,1145.0,91.3,1007.0,91.3,1002
274.0,2019-11-01,1193,25412.0,1.128057412020025,11,대구,1097.0,1113.0,88.6,1061.0,88.6,1057
275.0,2019-12-01,1213,26722.0,1.1862092776640607,12,대구,1193.0,1270.0,88.6,1080.0,88.6,1075
276.0,2020-01-01,1326,28430.0,1.2620286566869714,1,대구,1213.0,1331.0,89.5,1190.0,89.5,1187
277.0,2020-02-01,1247,25423.0,1.1285457101284866,2,대구,1326.0,1093.0,90.2,1124.0,90.2,1125
278.0,2020-03-01,1405,25850.0,1.147500554884214,3,대구,1247.0,1179.0,90.7,1272.0,90.7,1274
279.0,2020-04-01,1206,24674.0,1.0952970480159807,4,대구,1405.0,1087.0,90.3,1084.0,90.3,1089
280.0,2020-05-01,1095,24346.0,1.0807368862364053,5,대구,1206.0,1134.0,91.2,995.0,91.2,999
281.0,2020-06-01,1077,23638.0,1.0493082443463464,6,대구,1095.0,1157.0,88.4,949.0,88.4,952
282.0,2020-07-01,1160,23989.0,1.0648893930799772,7,대구,1077.0,1079.0,91.2,1057.0,91.2,1058
283.0,2020-08-01,1212,25289.0,1.1225973513526843,8,대구,1160.0,1084.0,92.0,1112.0,92.0,1115
